name,district,state,description,focus_areas,lat,lon,capability_score
NGO_161,Nizamabad,Telangana,"NGO working on neonatal care, maternal health across rural and semi-urban communities.","Neonatal Care, Maternal Health",16.583273,80.474614,100.0
NGO_162,Guntur,Andhra Pradesh,"NGO working on community midwife training, immunization programs across rural and semi-urban communities.","Community Midwife Training, Immunization Programs",16.677165,81.753295,100.0
NGO_163,Nizamabad,Telangana,"NGO working on high-risk pregnancy support, immunization programs across rural and semi-urban communities.","High-Risk Pregnancy Support, Immunization Programs",15.624395,80.377985,100.0
NGO_164,Nellore,Andhra Pradesh,"NGO working on maternal health, neonatal care across rural and semi-urban communities.","Maternal Health, Neonatal Care",16.29938,78.682575,100.0
NGO_165,Hyderabad,Telangana,"NGO working on breastfeeding & nutrition, immunization programs across rural and semi-urban communities.","Breastfeeding & Nutrition, Immunization Programs",17.449946,79.572185,0.0
NGO_166,Eluru,Andhra Pradesh,"NGO working on rural health outreach, neonatal care across rural and semi-urban communities.","Rural Health Outreach, Neonatal Care",15.446885,81.184945,100.0
NGO_167,Nizamabad,Telangana,"NGO working on maternal health, community midwife training across rural and semi-urban communities.","Maternal Health, Community Midwife Training",17.620508,79.526525,100.0
NGO_168,Guntur,Andhra Pradesh,"NGO working on immunization programs, maternal health across rural and semi-urban communities.","Immunization Programs, Maternal Health",15.576213,78.712526,100.0
NGO_169,Nizamabad,Telangana,"NGO working on telemedicine services, immunization programs across rural and semi-urban communities.","Telemedicine Services, Immunization Programs",16.951851,79.949833,0.0
NGO_170,Nellore,Andhra Pradesh,"NGO working on neonatal care, breastfeeding & nutrition across rural and semi-urban communities.","Neonatal Care, Breastfeeding & Nutrition",17.228756,81.142489,100.0
NGO_171,Karimnagar,Telangana,"NGO working on telemedicine services, immunization programs across rural and semi-urban communities.","Telemedicine Services, Immunization Programs",15.506551,80.707723,0.0
NGO_172,Kurnool,Andhra Pradesh,"NGO working on breastfeeding & nutrition, neonatal care across rural and semi-urban communities.","Breastfeeding & Nutrition, Neonatal Care",15.620778,78.037342,100.0
NGO_173,Warangal,Telangana,"NGO working on breastfeeding & nutrition, immunization programs across rural and semi-urban communities.","Breastfeeding & Nutrition, Immunization Programs",16.973308,79.626609,0.0
NGO_174,Nellore,Andhra Pradesh,"NGO working on immunization programs, rural health outreach across rural and semi-urban communities.","Immunization Programs, Rural Health Outreach",17.877294,79.008165,0.0
NGO_175,Karimnagar,Telangana,"NGO working on rural health outreach, neonatal care across rural and semi-urban communities.","Rural Health Outreach, Neonatal Care",17.829574,78.416513,100.0
NGO_176,Eluru,Andhra Pradesh,"NGO working on neonatal care, breastfeeding & nutrition across rural and semi-urban communities.","Neonatal Care, Breastfeeding & Nutrition",15.323341,79.937715,100.0
NGO_177,Khammam,Telangana,"NGO working on breastfeeding & nutrition, community midwife training across rural and semi-urban communities.","Breastfeeding & Nutrition, Community Midwife Training",17.121095,79.05707,100.0
NGO_178,Nellore,Andhra Pradesh,"NGO working on immunization programs, high-risk pregnancy support across rural and semi-urban communities.","Immunization Programs, High-Risk Pregnancy Support",15.445899,81.188708,100.0
NGO_179,Karimnagar,Telangana,"NGO working on rural health outreach, immunization programs across rural and semi-urban communities.","Rural Health Outreach, Immunization Programs",15.330821,79.760675,0.0
NGO_180,Kurnool,Andhra Pradesh,"NGO working on high-risk pregnancy support, rural health outreach across rural and semi-urban communities.","High-Risk Pregnancy Support, Rural Health Outreach",17.786226,79.96771,100.0
NGO_181,Nizamabad,Telangana,"NGO working on high-risk pregnancy support, breastfeeding & nutrition across rural and semi-urban communities.","High-Risk Pregnancy Support, Breastfeeding & Nutrition",18.42028,80.912908,100.0
NGO_182,Kurnool,Andhra Pradesh,"NGO working on maternal health, immunization programs across rural and semi-urban communities.","Maternal Health, Immunization Programs",17.767805,81.136209,100.0
NGO_183,Warangal,Telangana,"NGO working on community midwife training, high-risk pregnancy support across rural and semi-urban communities.","Community Midwife Training, High-Risk Pregnancy Support",16.259227,78.928364,100.0
NGO_184,Eluru,Andhra Pradesh,"NGO working on breastfeeding & nutrition, telemedicine services across rural and semi-urban communities.","Breastfeeding & Nutrition, Telemedicine Services",17.343844,80.021686,0.0
NGO_185,Hyderabad,Telangana,"NGO working on breastfeeding & nutrition, telemedicine services across rural and semi-urban communities.","Breastfeeding & Nutrition, Telemedicine Services",15.083313,81.133703,0.0
NGO_186,Eluru,Andhra Pradesh,"NGO working on community midwife training, telemedicine services across rural and semi-urban communities.","Community Midwife Training, Telemedicine Services",15.823783,80.319273,100.0
NGO_187,Nizamabad,Telangana,"NGO working on immunization programs, breastfeeding & nutrition across rural and semi-urban communities.","Immunization Programs, Breastfeeding & Nutrition",15.193147,78.094739,0.0
NGO_188,Eluru,Andhra Pradesh,"NGO working on neonatal care, community midwife training across rural and semi-urban communities.","Neonatal Care, Community Midwife Training",18.424488,81.068369,100.0
NGO_189,Karimnagar,Telangana,"NGO working on breastfeeding & nutrition, immunization programs across rural and semi-urban communities.","Breastfeeding & Nutrition, Immunization Programs",16.041246,79.7353,0.0
NGO_190,Guntur,Andhra Pradesh,"NGO working on breastfeeding & nutrition, telemedicine services across rural and semi-urban communities.","Breastfeeding & Nutrition, Telemedicine Services",15.868299,80.749017,0.0
NGO_191,Hyderabad,Telangana,"NGO working on high-risk pregnancy support, telemedicine services across rural and semi-urban communities.","High-Risk Pregnancy Support, Telemedicine Services",17.240912,80.230192,100.0
NGO_192,Guntur,Andhra Pradesh,"NGO working on high-risk pregnancy support, maternal health across rural and semi-urban communities.","High-Risk Pregnancy Support, Maternal Health",16.261256,78.913729,99.0
NGO_193,Karimnagar,Telangana,"NGO working on high-risk pregnancy support, neonatal care across rural and semi-urban communities.","High-Risk Pregnancy Support, Neonatal Care",17.294653,78.64029,100.0
NGO_194,Kurnool,Andhra Pradesh,"NGO working on community midwife training, neonatal care across rural and semi-urban communities.","Community Midwife Training, Neonatal Care",17.271908,79.512666,100.0
NGO_195,Khammam,Telangana,"NGO working on neonatal care, breastfeeding & nutrition across rural and semi-urban communities.","Neonatal Care, Breastfeeding & Nutrition",15.734288,81.387418,100.0
NGO_196,Nellore,Andhra Pradesh,"NGO working on rural health outreach, high-risk pregnancy support across rural and semi-urban communities.","Rural Health Outreach, High-Risk Pregnancy Support",16.332416,81.405715,100.0
NGO_197,Nizamabad,Telangana,"NGO working on maternal health, telemedicine services across rural and semi-urban communities.","Maternal Health, Telemedicine Services",15.296946,80.507562,99.0
NGO_198,Kurnool,Andhra Pradesh,"NGO working on high-risk pregnancy support, breastfeeding & nutrition across rural and semi-urban communities.","High-Risk Pregnancy Support, Breastfeeding & Nutrition",16.764388,81.111627,100.0
NGO_199,Karimnagar,Telangana,"NGO working on high-risk pregnancy support, neonatal care across rural and semi-urban communities.","High-Risk Pregnancy Support, Neonatal Care",15.434298,79.862633,100.0
NGO_200,Eluru,Andhra Pradesh,"NGO working on breastfeeding & nutrition, neonatal care across rural and semi-urban communities.","Breastfeeding & Nutrition, Neonatal Care",15.655627,80.842869,100.0
NGO_201,Karimnagar,Telangana,"NGO working on breastfeeding & nutrition, telemedicine services across rural and semi-urban communities.","Breastfeeding & Nutrition, Telemedicine Services",18.003277,78.081683,0.0
NGO_202,Guntur,Andhra Pradesh,"NGO working on high-risk pregnancy support, community midwife training across rural and semi-urban communities.","High-Risk Pregnancy Support, Community Midwife Training",16.627889,78.667246,100.0
NGO_203,Karimnagar,Telangana,"NGO working on immunization programs, breastfeeding & nutrition across rural and semi-urban communities.","Immunization Programs, Breastfeeding & Nutrition",15.091123,81.655691,0.0
NGO_204,Guntur,Andhra Pradesh,"NGO working on high-risk pregnancy support, maternal health across rural and semi-urban communities.","High-Risk Pregnancy Support, Maternal Health",15.390175,79.709575,99.0
NGO_205,Hyderabad,Telangana,"NGO working on rural health outreach, maternal health across rural and semi-urban communities.","Rural Health Outreach, Maternal Health",18.157853,78.534842,100.0
NGO_206,Nellore,Andhra Pradesh,"NGO working on neonatal care, rural health outreach across rural and semi-urban communities.","Neonatal Care, Rural Health Outreach",15.805496,81.933091,99.0
NGO_207,Warangal,Telangana,"NGO working on breastfeeding & nutrition, neonatal care across rural and semi-urban communities.","Breastfeeding & Nutrition, Neonatal Care",16.6788,78.455262,100.0
NGO_208,Nellore,Andhra Pradesh,"NGO working on neonatal care, rural health outreach across rural and semi-urban communities.","Neonatal Care, Rural Health Outreach",18.193008,80.961484,99.0
NGO_209,Hyderabad,Telangana,"NGO working on neonatal care, immunization programs across rural and semi-urban communities.","Neonatal Care, Immunization Programs",16.670557,81.321094,100.0
NGO_210,Nellore,Andhra Pradesh,"NGO working on rural health outreach, immunization programs across rural and semi-urban communities.","Rural Health Outreach, Immunization Programs",17.147118,79.996819,0.0
NGO_211,Hyderabad,Telangana,"NGO working on breastfeeding & nutrition, community midwife training across rural and semi-urban communities.","Breastfeeding & Nutrition, Community Midwife Training",15.982452,78.164302,100.0
NGO_212,Eluru,Andhra Pradesh,"NGO working on rural health outreach, immunization programs across rural and semi-urban communities.","Rural Health Outreach, Immunization Programs",17.462062,80.765864,0.0
NGO_213,Karimnagar,Telangana,"NGO working on immunization programs, breastfeeding & nutrition across rural and semi-urban communities.","Immunization Programs, Breastfeeding & Nutrition",16.50131,79.293837,0.0
NGO_214,Eluru,Andhra Pradesh,"NGO working on maternal health, telemedicine services across rural and semi-urban communities.","Maternal Health, Telemedicine Services",15.954133,80.770196,99.0
NGO_215,Khammam,Telangana,"NGO working on immunization programs, community midwife training across rural and semi-urban communities.","Immunization Programs, Community Midwife Training",16.802957,80.351754,100.0
NGO_216,Nellore,Andhra Pradesh,"NGO working on high-risk pregnancy support, breastfeeding & nutrition across rural and semi-urban communities.","High-Risk Pregnancy Support, Breastfeeding & Nutrition",16.080773,80.059841,100.0
NGO_217,Hyderabad,Telangana,"NGO working on telemedicine services, neonatal care across rural and semi-urban communities.","Telemedicine Services, Neonatal Care",17.833906,81.852782,100.0
NGO_218,Visakhapatnam,Andhra Pradesh,"NGO working on neonatal care, immunization programs across rural and semi-urban communities.","Neonatal Care, Immunization Programs",16.937341,80.787214,100.0
NGO_219,Hyderabad,Telangana,"NGO working on immunization programs, community midwife training across rural and semi-urban communities.","Immunization Programs, Community Midwife Training",17.943682,81.41944,100.0
NGO_220,Nellore,Andhra Pradesh,"NGO working on immunization programs, rural health outreach across rural and semi-urban communities.","Immunization Programs, Rural Health Outreach",17.041559,80.526795,0.0
NGO_221,Warangal,Telangana,"NGO working on rural health outreach, telemedicine services across rural and semi-urban communities.","Rural Health Outreach, Telemedicine Services",16.626376,81.115956,1.0
NGO_222,Nellore,Andhra Pradesh,"NGO working on telemedicine services, immunization programs across rural and semi-urban communities.","Telemedicine Services, Immunization Programs",16.497529,79.712534,0.0
NGO_223,Khammam,Telangana,"NGO working on rural health outreach, immunization programs across rural and semi-urban communities.","Rural Health Outreach, Immunization Programs",18.063057,81.251395,0.0
NGO_224,Nellore,Andhra Pradesh,"NGO working on rural health outreach, high-risk pregnancy support across rural and semi-urban communities.","Rural Health Outreach, High-Risk Pregnancy Support",15.923553,79.006665,100.0
NGO_225,Nizamabad,Telangana,"NGO working on immunization programs, breastfeeding & nutrition across rural and semi-urban communities.","Immunization Programs, Breastfeeding & Nutrition",16.303545,81.987503,0.0
NGO_226,Kurnool,Andhra Pradesh,"NGO working on community midwife training, rural health outreach across rural and semi-urban communities.","Community Midwife Training, Rural Health Outreach",16.714636,81.966814,100.0
NGO_227,Hyderabad,Telangana,"NGO working on community midwife training, high-risk pregnancy support across rural and semi-urban communities.","Community Midwife Training, High-Risk Pregnancy Support",18.346374,80.556939,100.0
NGO_228,Eluru,Andhra Pradesh,"NGO working on immunization programs, telemedicine services across rural and semi-urban communities.","Immunization Programs, Telemedicine Services",17.612421,80.175828,0.0
NGO_229,Warangal,Telangana,"NGO working on maternal health, high-risk pregnancy support across rural and semi-urban communities.","Maternal Health, High-Risk Pregnancy Support",15.896413,80.233876,100.0
NGO_230,Visakhapatnam,Andhra Pradesh,"NGO working on community midwife training, maternal health across rural and semi-urban communities.","Community Midwife Training, Maternal Health",16.83514,80.498487,100.0
NGO_231,Karimnagar,Telangana,"NGO working on rural health outreach, maternal health across rural and semi-urban communities.","Rural Health Outreach, Maternal Health",16.599625,80.174155,100.0
NGO_232,Kurnool,Andhra Pradesh,"NGO working on maternal health, rural health outreach across rural and semi-urban communities.","Maternal Health, Rural Health Outreach",16.322753,78.035452,100.0
NGO_233,Khammam,Telangana,"NGO working on immunization programs, high-risk pregnancy support across rural and semi-urban communities.","Immunization Programs, High-Risk Pregnancy Support",18.038537,81.201942,100.0
NGO_234,Nellore,Andhra Pradesh,"NGO working on telemedicine services, breastfeeding & nutrition across rural and semi-urban communities.","Telemedicine Services, Breastfeeding & Nutrition",18.252454,79.244455,0.0
NGO_235,Nizamabad,Telangana,"NGO working on telemedicine services, immunization programs across rural and semi-urban communities.","Telemedicine Services, Immunization Programs",18.017055,81.34091,0.0
NGO_236,Eluru,Andhra Pradesh,"NGO working on community midwife training, neonatal care across rural and semi-urban communities.","Community Midwife Training, Neonatal Care",16.011246,79.683949,100.0
NGO_237,Karimnagar,Telangana,"NGO working on breastfeeding & nutrition, maternal health across rural and semi-urban communities.","Breastfeeding & Nutrition, Maternal Health",15.611153,78.216881,93.0
NGO_238,Eluru,Andhra Pradesh,"NGO working on community midwife training, neonatal care across rural and semi-urban communities.","Community Midwife Training, Neonatal Care",16.695266,81.73645,100.0
NGO_239,Warangal,Telangana,"NGO working on high-risk pregnancy support, neonatal care across rural and semi-urban communities.","High-Risk Pregnancy Support, Neonatal Care",15.022072,81.646582,100.0
NGO_240,Kurnool,Andhra Pradesh,"NGO working on high-risk pregnancy support, breastfeeding & nutrition across rural and semi-urban communities.","High-Risk Pregnancy Support, Breastfeeding & Nutrition",18.365649,80.955857,100.0
NGO_241,Nizamabad,Telangana,"NGO working on neonatal care, immunization programs across rural and semi-urban communities.","Neonatal Care, Immunization Programs",16.320458,78.751378,100.0
NGO_242,Nellore,Andhra Pradesh,"NGO working on community midwife training, rural health outreach across rural and semi-urban communities.","Community Midwife Training, Rural Health Outreach",18.235104,81.821045,100.0
NGO_243,Warangal,Telangana,"NGO working on rural health outreach, neonatal care across rural and semi-urban communities.","Rural Health Outreach, Neonatal Care",17.552681,80.913586,100.0
NGO_244,Visakhapatnam,Andhra Pradesh,"NGO working on rural health outreach, high-risk pregnancy support across rural and semi-urban communities.","Rural Health Outreach, High-Risk Pregnancy Support",16.477052,80.072532,100.0
NGO_245,Khammam,Telangana,"NGO working on breastfeeding & nutrition, immunization programs across rural and semi-urban communities.","Breastfeeding & Nutrition, Immunization Programs",17.71468,78.633049,0.0
NGO_246,Visakhapatnam,Andhra Pradesh,"NGO working on telemedicine services, immunization programs across rural and semi-urban communities.","Telemedicine Services, Immunization Programs",17.980003,79.335973,0.0
NGO_247,Hyderabad,Telangana,"NGO working on breastfeeding & nutrition, neonatal care across rural and semi-urban communities.","Breastfeeding & Nutrition, Neonatal Care",17.778549,79.837727,100.0
NGO_248,Eluru,Andhra Pradesh,"NGO working on neonatal care, high-risk pregnancy support across rural and semi-urban communities.","Neonatal Care, High-Risk Pregnancy Support",15.570153,78.191346,100.0
NGO_249,Nizamabad,Telangana,"NGO working on telemedicine services, immunization programs across rural and semi-urban communities.","Telemedicine Services, Immunization Programs",17.314032,81.580208,0.0
NGO_250,Kurnool,Andhra Pradesh,"NGO working on maternal health, community midwife training across rural and semi-urban communities.","Maternal Health, Community Midwife Training",15.853557,81.517607,100.0
NGO_251,Khammam,Telangana,"NGO working on immunization programs, maternal health across rural and semi-urban communities.","Immunization Programs, Maternal Health",16.488517,81.885328,100.0
NGO_252,Eluru,Andhra Pradesh,"NGO working on telemedicine services, maternal health across rural and semi-urban communities.","Telemedicine Services, Maternal Health",18.304028,79.495962,100.0
NGO_253,Khammam,Telangana,"NGO working on high-risk pregnancy support, community midwife training across rural and semi-urban communities.","High-Risk Pregnancy Support, Community Midwife Training",18.314802,78.459186,100.0
NGO_254,Nellore,Andhra Pradesh,"NGO working on rural health outreach, immunization programs across rural and semi-urban communities.","Rural Health Outreach, Immunization Programs",17.018099,79.206731,0.0
NGO_255,Hyderabad,Telangana,"NGO working on maternal health, immunization programs across rural and semi-urban communities.","Maternal Health, Immunization Programs",16.66601,81.276985,100.0
NGO_256,Eluru,Andhra Pradesh,"NGO working on neonatal care, community midwife training across rural and semi-urban communities.","Neonatal Care, Community Midwife Training",16.191329,80.890357,100.0
NGO_257,Warangal,Telangana,"NGO working on telemedicine services, maternal health across rural and semi-urban communities.","Telemedicine Services, Maternal Health",17.24764,78.003872,100.0
NGO_258,Guntur,Andhra Pradesh,"NGO working on neonatal care, maternal health across rural and semi-urban communities.","Neonatal Care, Maternal Health",15.438218,81.320471,100.0
NGO_259,Nizamabad,Telangana,"NGO working on maternal health, rural health outreach across rural and semi-urban communities.","Maternal Health, Rural Health Outreach",17.841189,80.138892,100.0
NGO_260,Visakhapatnam,Andhra Pradesh,"NGO working on rural health outreach, community midwife training across rural and semi-urban communities.","Rural Health Outreach, Community Midwife Training",18.275678,79.636634,100.0
NGO_261,Nizamabad,Telangana,"NGO working on neonatal care, maternal health across rural and semi-urban communities.","Neonatal Care, Maternal Health",16.884212,81.168153,100.0
NGO_262,Nellore,Andhra Pradesh,"NGO working on high-risk pregnancy support, community midwife training across rural and semi-urban communities.","High-Risk Pregnancy Support, Community Midwife Training",15.588784,81.191777,100.0
NGO_263,Warangal,Telangana,"NGO working on breastfeeding & nutrition, immunization programs across rural and semi-urban communities.","Breastfeeding & Nutrition, Immunization Programs",18.217271,80.115262,0.0
NGO_264,Kurnool,Andhra Pradesh,"NGO working on telemedicine services, maternal health across rural and semi-urban communities.","Telemedicine Services, Maternal Health",15.825674,80.994234,100.0
NGO_265,Hyderabad,Telangana,"NGO working on rural health outreach, breastfeeding & nutrition across rural and semi-urban communities.","Rural Health Outreach, Breastfeeding & Nutrition",15.739533,78.369719,0.0
NGO_266,Visakhapatnam,Andhra Pradesh,"NGO working on immunization programs, neonatal care across rural and semi-urban communities.","Immunization Programs, Neonatal Care",16.589939,78.143675,100.0
NGO_267,Khammam,Telangana,"NGO working on neonatal care, high-risk pregnancy support across rural and semi-urban communities.","Neonatal Care, High-Risk Pregnancy Support",17.028286,81.732007,100.0
NGO_268,Visakhapatnam,Andhra Pradesh,"NGO working on maternal health, telemedicine services across rural and semi-urban communities.","Maternal Health, Telemedicine Services",17.387988,78.761896,99.0
NGO_269,Karimnagar,Telangana,"NGO working on neonatal care, community midwife training across rural and semi-urban communities.","Neonatal Care, Community Midwife Training",17.199134,80.037972,100.0
NGO_270,Visakhapatnam,Andhra Pradesh,"NGO working on immunization programs, neonatal care across rural and semi-urban communities.","Immunization Programs, Neonatal Care",18.120493,79.486872,100.0
NGO_271,Khammam,Telangana,"NGO working on rural health outreach, telemedicine services across rural and semi-urban communities.","Rural Health Outreach, Telemedicine Services",15.634127,80.005705,1.0
NGO_272,Kurnool,Andhra Pradesh,"NGO working on rural health outreach, telemedicine services across rural and semi-urban communities.","Rural Health Outreach, Telemedicine Services",15.174679,78.164703,1.0
NGO_273,Karimnagar,Telangana,"NGO working on immunization programs, maternal health across rural and semi-urban communities.","Immunization Programs, Maternal Health",15.425249,79.86788,100.0
NGO_274,Visakhapatnam,Andhra Pradesh,"NGO working on neonatal care, community midwife training across rural and semi-urban communities.","Neonatal Care, Community Midwife Training",17.800765,79.705782,100.0
NGO_275,Hyderabad,Telangana,"NGO working on high-risk pregnancy support, community midwife training across rural and semi-urban communities.","High-Risk Pregnancy Support, Community Midwife Training",16.67654,80.510471,100.0
NGO_276,Nellore,Andhra Pradesh,"NGO working on neonatal care, telemedicine services across rural and semi-urban communities.","Neonatal Care, Telemedicine Services",16.206346,80.197994,98.0
NGO_277,Nizamabad,Telangana,"NGO working on immunization programs, high-risk pregnancy support across rural and semi-urban communities.","Immunization Programs, High-Risk Pregnancy Support",15.402626,78.557174,100.0
NGO_278,Nellore,Andhra Pradesh,"NGO working on maternal health, breastfeeding & nutrition across rural and semi-urban communities.","Maternal Health, Breastfeeding & Nutrition",17.796417,79.074616,100.0
NGO_279,Hyderabad,Telangana,"NGO working on high-risk pregnancy support, community midwife training across rural and semi-urban communities.","High-Risk Pregnancy Support, Community Midwife Training",17.604984,80.839761,100.0
NGO_280,Kurnool,Andhra Pradesh,"NGO working on community midwife training, rural health outreach across rural and semi-urban communities.","Community Midwife Training, Rural Health Outreach",17.761293,80.533156,100.0
NGO_281,Nizamabad,Telangana,"NGO working on breastfeeding & nutrition, high-risk pregnancy support across rural and semi-urban communities.","Breastfeeding & Nutrition, High-Risk Pregnancy Support",16.795419,78.875375,100.0
NGO_282,Nellore,Andhra Pradesh,"NGO working on high-risk pregnancy support, breastfeeding & nutrition across rural and semi-urban communities.","High-Risk Pregnancy Support, Breastfeeding & Nutrition",16.045064,81.717147,100.0
NGO_283,Khammam,Telangana,"NGO working on high-risk pregnancy support, telemedicine services across rural and semi-urban communities.","High-Risk Pregnancy Support, Telemedicine Services",18.354729,79.947831,100.0
NGO_284,Guntur,Andhra Pradesh,"NGO working on community midwife training, neonatal care across rural and semi-urban communities.","Community Midwife Training, Neonatal Care",15.79171,81.608265,100.0
NGO_285,Khammam,Telangana,"NGO working on neonatal care, immunization programs across rural and semi-urban communities.","Neonatal Care, Immunization Programs",17.780989,79.443573,100.0
NGO_286,Guntur,Andhra Pradesh,"NGO working on community midwife training, breastfeeding & nutrition across rural and semi-urban communities.","Community Midwife Training, Breastfeeding & Nutrition",16.018872,80.062717,98.0
NGO_287,Hyderabad,Telangana,"NGO working on rural health outreach, maternal health across rural and semi-urban communities.","Rural Health Outreach, Maternal Health",16.977238,80.867202,100.0
NGO_288,Nellore,Andhra Pradesh,"NGO working on immunization programs, rural health outreach across rural and semi-urban communities.","Immunization Programs, Rural Health Outreach",15.775856,81.809048,0.0
NGO_289,Khammam,Telangana,"NGO working on maternal health, community midwife training across rural and semi-urban communities.","Maternal Health, Community Midwife Training",17.531161,78.326525,100.0
NGO_290,Visakhapatnam,Andhra Pradesh,"NGO working on rural health outreach, maternal health across rural and semi-urban communities.","Rural Health Outreach, Maternal Health",15.580049,78.716315,100.0
NGO_291,Hyderabad,Telangana,"NGO working on breastfeeding & nutrition, rural health outreach across rural and semi-urban communities.","Breastfeeding & Nutrition, Rural Health Outreach",16.926651,78.302528,10.0
NGO_292,Kurnool,Andhra Pradesh,"NGO working on immunization programs, neonatal care across rural and semi-urban communities.","Immunization Programs, Neonatal Care",17.004508,78.937442,100.0
NGO_293,Nizamabad,Telangana,"NGO working on rural health outreach, breastfeeding & nutrition across rural and semi-urban communities.","Rural Health Outreach, Breastfeeding & Nutrition",17.992523,79.470519,0.0
NGO_294,Kurnool,Andhra Pradesh,"NGO working on high-risk pregnancy support, community midwife training across rural and semi-urban communities.","High-Risk Pregnancy Support, Community Midwife Training",15.901959,81.70695,100.0
NGO_295,Karimnagar,Telangana,"NGO working on maternal health, neonatal care across rural and semi-urban communities.","Maternal Health, Neonatal Care",17.913217,81.425213,100.0
NGO_296,Eluru,Andhra Pradesh,"NGO working on rural health outreach, neonatal care across rural and semi-urban communities.","Rural Health Outreach, Neonatal Care",15.046306,79.396969,100.0
NGO_297,Nizamabad,Telangana,"NGO working on maternal health, immunization programs across rural and semi-urban communities.","Maternal Health, Immunization Programs",15.623889,78.233338,100.0
NGO_298,Kurnool,Andhra Pradesh,"NGO working on maternal health, breastfeeding & nutrition across rural and semi-urban communities.","Maternal Health, Breastfeeding & Nutrition",15.583373,80.880538,100.0
NGO_299,Warangal,Telangana,"NGO working on breastfeeding & nutrition, high-risk pregnancy support across rural and semi-urban communities.","Breastfeeding & Nutrition, High-Risk Pregnancy Support",16.695859,78.902184,100.0
NGO_300,Visakhapatnam,Andhra Pradesh,"NGO working on high-risk pregnancy support, community midwife training across rural and semi-urban communities.","High-Risk Pregnancy Support, Community Midwife Training",18.070171,78.10793,100.0
